Nº  EXPEDIENTE;FECHA;HORA;CALLE;NÚMERO;DISTRITO;TIPO ACCIDENTE;ESTADO METEREOLÓGICO;TIPO VEHÍCULO;TIPO PERSONA;RANGO DE EDAD;SEXO;LESIVIDAD*
2021S000122;03/01/2021;21:50;AUTOV. M-30 / AVDA. ALBUFERA;-;PUENTE DE VALLECAS;Atropello a persona;Despejado;Motocicleta hasta 125cc;Peatón;DE 60 A 64 AÑOS;Hombre;02
2021S000232;03/01/2021;20:48;AVDA. ANDALUCIA / AUTOV. M-40;-;USERA;Alcance;Se desconoce;Turismo;Conductor;DE 45 A 49 AÑOS;Hombre;
2021S000232;03/01/2021;20:48;AVDA. ANDALUCIA / AUTOV. M-40;-;USERA;Alcance;Se desconoce;Turismo;Conductor;DE 35 A 39 AÑOS;Hombre;
2021S000232;03/01/2021;20:48;AVDA. ANDALUCIA / AUTOV. M-40;-;USERA;Alcance;Se desconoce;Turismo;Pasajero;DE 30 A 34 AÑOS;Mujer;
2021S000232;03/01/2021;20:48;AVDA. ANDALUCIA / AUTOV. M-40;-;USERA;Alcance;Se desconoce;Furgoneta;Conductor;DE 45 A 49 AÑOS;Hombre;
2021S000119;03/01/2021;20:40;CUSTA. SAN VICENTE / PASEO. REY;-;MONCLOA-ARAVACA;Alcance;Despejado;Turismo;Conductor;DE 30 A 34 AÑOS;Hombre;
2021S000119;03/01/2021;20:40;CUSTA. SAN VICENTE / PASEO. REY;-;MONCLOA-ARAVACA;Alcance;Despejado;Turismo;Pasajero;DE 30 A 34 AÑOS;Mujer;14
2021S000119;03/01/2021;20:40;CUSTA. SAN VICENTE / PASEO. REY;-;MONCLOA-ARAVACA;Alcance;Despejado;Turismo;Pasajero;DE 30 A 34 AÑOS;Hombre;14
2021S000119;03/01/2021;20:40;CUSTA. SAN VICENTE / PASEO. REY;-;MONCLOA-ARAVACA;Alcance;Despejado;Turismo;Conductor;DE 40 A 44 AÑOS;Hombre;
2021S000119;03/01/2021;20:40;CUSTA. SAN VICENTE / PASEO. REY;-;MONCLOA-ARAVACA;Alcance;Despejado;Turismo;Pasajero;DE 40 A 44 AÑOS;Mujer;14
2021S000237;03/01/2021;20:35;CALL. CRISTO DE LA VICTORIA;61;USERA;Choque contra obstáculo fijo;Se desconoce;Turismo;Conductor;DE 21 A 24 AÑOS;Hombre;
2021S000237;03/01/2021;20:35;CALL. CRISTO DE LA VICTORIA;61;USERA;Choque contra obstáculo fijo;Se desconoce;Turismo;Conductor;DE 25 A 29 AÑOS;Mujer;
2021S000118;03/01/2021;19:45;CALL. PRINCIPE DE VERGARA;33;SALAMANCA;Colisión múltiple;Despejado;Motocicleta hasta 125cc;Conductor;DE 30 A 34 AÑOS;Hombre;14
2021S000118;03/01/2021;19:45;CALL. PRINCIPE DE VERGARA;33;SALAMANCA;Colisión múltiple;Despejado;Motocicleta hasta 125cc;Conductor;DE 30 A 34 AÑOS;Hombre;02
2021S000118;03/01/2021;19:45;CALL. PRINCIPE DE VERGARA;33;SALAMANCA;Colisión múltiple;Despejado;Motocicleta hasta 125cc;Conductor;DE 30 A 34 AÑOS;Hombre;14
2021S000115;03/01/2021;19:10;CALL. ALBERTO BOSCH;6;RETIRO;Alcance;Despejado;Turismo;Conductor;DE 55 A 59 AÑOS;Hombre;
2021S000115;03/01/2021;19:10;CALL. ALBERTO BOSCH;6;RETIRO;Alcance;Despejado;Turismo;Conductor;DESCONOCIDA;;
2021S000117;03/01/2021;19:05;CALL. DOMINGO PARRAGA;86;VILLAVERDE;Colisión múltiple;Despejado;Turismo;Conductor;DE 25 A 29 AÑOS;Hombre;07
2021S000117;03/01/2021;19:05;CALL. DOMINGO PARRAGA;86;VILLAVERDE;Colisión múltiple;Despejado;Turismo;Conductor;DE 30 A 34 AÑOS;Hombre;07
2021S000117;03/01/2021;19:05;CALL. DOMINGO PARRAGA;86;VILLAVERDE;Colisión múltiple;Despejado;Turismo;Conductor;DE 25 A 29 AÑOS;Mujer;07
2021S000113;03/01/2021;17:20;CALL. ROBLES / AUTOV. M-30;-;PUENTE DE VALLECAS;Colisión fronto-lateral;Despejado;Motocicleta hasta 125cc;Conductor;DE 25 A 29 AÑOS;Mujer;
2021S000113;03/01/2021;17:20;CALL. ROBLES / AUTOV. M-30;-;PUENTE DE VALLECAS;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 50 A 54 AÑOS;Hombre;
2021S000114;03/01/2021;17:00;AVDA. LOS ROSALES / CALL. ZAFIRO;-;VILLAVERDE;Colisión lateral;Despejado;Turismo;Conductor;DESCONOCIDA;;
2021S000114;03/01/2021;17:00;AVDA. LOS ROSALES / CALL. ZAFIRO;-;VILLAVERDE;Colisión lateral;Despejado;Motocicleta > 125cc;Conductor;DE 30 A 34 AÑOS;Hombre;02
2021S000114;03/01/2021;17:00;AVDA. LOS ROSALES / CALL. ZAFIRO;-;VILLAVERDE;Colisión lateral;Despejado;Motocicleta > 125cc;Pasajero;DE 25 A 29 AÑOS;Mujer;02
2021S000112;03/01/2021;16:30;AVDA. ARCENTALES / AUTOV. M-40;-;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 50 A 54 AÑOS;Mujer;07
2021S000112;03/01/2021;16:30;AVDA. ARCENTALES / AUTOV. M-40;-;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;Despejado;Turismo;Pasajero;DE 18 A 20 AÑOS;Mujer;14
2021S000112;03/01/2021;16:30;AVDA. ARCENTALES / AUTOV. M-40;-;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 21 A 24 AÑOS;Hombre;14
2021S000112;03/01/2021;16:30;AVDA. ARCENTALES / AUTOV. M-40;-;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;Despejado;Turismo;Pasajero;DE 25 A 29 AÑOS;Mujer;07
2021S000108;03/01/2021;15:15;AVDA. AMERICA / CALL. CARTAGENA;-;CHAMARTÍN;Caída;Despejado;Motocicleta > 125cc;Conductor;DE 30 A 34 AÑOS;Hombre;07
2021S000108;03/01/2021;15:15;AVDA. AMERICA / CALL. CARTAGENA;-;CHAMARTÍN;Caída;Despejado;Motocicleta > 125cc;Pasajero;DE 25 A 29 AÑOS;Mujer;07
2021S000111;03/01/2021;14:46;CALL. TOLEDO / PLAZA. CEBADA;-;CENTRO;Caída;Despejado;Furgoneta;Conductor;DE 18 A 20 AÑOS;Hombre;14
2021S000111;03/01/2021;14:46;CALL. TOLEDO / PLAZA. CEBADA;-;CENTRO;Caída;Despejado;Ciclomotor;Conductor;DE 55 A 59 AÑOS;Hombre;06
2021S000134;03/01/2021;14:27;AUTOV. M-30, KM 9,900 CALZADA 2;-;PUENTE DE VALLECAS;Alcance;Despejado;Todo terreno;Conductor;DE 55 A 59 AÑOS;Hombre;14
2021S000134;03/01/2021;14:27;AUTOV. M-30, KM 9,900 CALZADA 2;-;PUENTE DE VALLECAS;Alcance;Despejado;Turismo;Conductor;DE 30 A 34 AÑOS;Hombre;14
2021S000134;03/01/2021;14:27;AUTOV. M-30, KM 9,900 CALZADA 2;-;PUENTE DE VALLECAS;Alcance;Despejado;Turismo;Conductor;DE 45 A 49 AÑOS;Hombre;01
2021S000151;03/01/2021;14:15;CALL. PADRE DAMIAN / CALL. PEDRO MUGURUZA;-;CHAMARTÍN;Colisión lateral;Despejado;Turismo;Conductor;DE 25 A 29 AÑOS;Hombre;06
2021S000151;03/01/2021;14:15;CALL. PADRE DAMIAN / CALL. PEDRO MUGURUZA;-;CHAMARTÍN;Colisión lateral;Despejado;Turismo;Conductor;DE 45 A 49 AÑOS;Hombre;07
2021S000151;03/01/2021;14:15;CALL. PADRE DAMIAN / CALL. PEDRO MUGURUZA;-;CHAMARTÍN;Colisión lateral;Despejado;Turismo;Pasajero;DE 0 A 5 AÑOS;Mujer;06
2021S000151;03/01/2021;14:15;CALL. PADRE DAMIAN / CALL. PEDRO MUGURUZA;-;CHAMARTÍN;Colisión lateral;Despejado;Turismo;Pasajero;DE 0 A 5 AÑOS;Mujer;06
2021S000144;03/01/2021;13:00;AVDA. CARDENAL HERRERA ORIA;251;FUENCARRAL-EL PARDO;Colisión fronto-lateral;Despejado;Todo terreno;Conductor;DE 50 A 54 AÑOS;Hombre;
2021S000144;03/01/2021;13:00;AVDA. CARDENAL HERRERA ORIA;251;FUENCARRAL-EL PARDO;Colisión fronto-lateral;Despejado;Camión rígido;Conductor;DE 50 A 54 AÑOS;Hombre;
2021S000144;03/01/2021;13:00;AVDA. CARDENAL HERRERA ORIA;251;FUENCARRAL-EL PARDO;Colisión fronto-lateral;Despejado;Camión rígido;Pasajero;DE 45 A 49 AÑOS;Hombre;
2021S000131;03/01/2021;13:00;CALL. TOLEDO;129;ARGANZUELA;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 30 A 34 AÑOS;Hombre;14
2021S000131;03/01/2021;13:00;CALL. TOLEDO;129;ARGANZUELA;Colisión fronto-lateral;Despejado;Motocicleta > 125cc;Conductor;DE 55 A 59 AÑOS;Hombre;14
2021S000137;03/01/2021;12:55;AVDA. ALFONSO XIII / PLAZA. JOSE MARIA SOLER;-;CHAMARTÍN;Colisión lateral;Despejado;Maquinaria de obras;Conductor;DE 55 A 59 AÑOS;Hombre;
2021S000137;03/01/2021;12:55;AVDA. ALFONSO XIII / PLAZA. JOSE MARIA SOLER;-;CHAMARTÍN;Colisión lateral;Despejado;Turismo;Conductor;DE 65 A 69 AÑOS;Mujer;
2021S000105;03/01/2021;11:50;CALL. VIRGEN DE LOURDES / CALL. SALVADOR DE MADARIAGA;-;CIUDAD LINEAL;Caída;Despejado;Motocicleta hasta 125cc;Conductor;DE 30 A 34 AÑOS;Hombre;02
2021S000141;03/01/2021;10:50;CALL. SINESIO DELGADO FRENTE AL Nº,10 FAROLA ,39;-;FUENCARRAL-EL PARDO;Colisión fronto-lateral;Despejado;Motocicleta hasta 125cc;Conductor;DE 45 A 49 AÑOS;Mujer;07
2021S000141;03/01/2021;10:50;CALL. SINESIO DELGADO FRENTE AL Nº,10 FAROLA ,39;-;FUENCARRAL-EL PARDO;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 40 A 44 AÑOS;Mujer;14
2021S000104;03/01/2021;9:45;CALL. ALCALA;573;SAN BLAS-CANILLEJAS;Alcance;Despejado;Turismo;Conductor;DE 50 A 54 AÑOS;Mujer;06
2021S000104;03/01/2021;9:45;CALL. ALCALA;573;SAN BLAS-CANILLEJAS;Alcance;Despejado;Turismo;Conductor;DE 50 A 54 AÑOS;Hombre;14
2021S000221;03/01/2021;5:05;AUTOV. M-500 / AUTOV. M-503;-;MONCLOA-ARAVACA;Solo salida de la vía;Despejado;Turismo;Conductor;DE 25 A 29 AÑOS;Mujer;
2021S000091;03/01/2021;2:20;PASEO. LA HABANA / CALL. VERACRUZ;-;CHAMARTÍN;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DE 25 A 29 AÑOS;Hombre;
2021S000089;03/01/2021;1:10;AVDA. CARABANCHEL ALTO;136;CARABANCHEL;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DE 35 A 39 AÑOS;Hombre;14
2021S000084;03/01/2021;0:50;PASEO. PINTOR ROSALES;2;MONCLOA-ARAVACA;Choque contra obstáculo fijo;;Turismo;Conductor;DE 18 A 20 AÑOS;Hombre;
2021S000085;03/01/2021;0:43;CALL. MARIA DE MOLINA / CALL. PINAR;-;SALAMANCA;Solo salida de la vía;;Turismo;Conductor;DE 25 A 29 AÑOS;Hombre;
2021S000121;03/01/2021;0:40;CALL. AMADEO GOMEZ;24;FUENCARRAL-EL PARDO;Colisión múltiple;Despejado;Turismo;Conductor;DESCONOCIDA;;
2021S000121;03/01/2021;0:40;CALL. AMADEO GOMEZ;24;FUENCARRAL-EL PARDO;Colisión múltiple;Despejado;Turismo;Conductor;DESCONOCIDA;;
2021S000121;03/01/2021;0:40;CALL. AMADEO GOMEZ;24;FUENCARRAL-EL PARDO;Colisión múltiple;Despejado;Turismo;Conductor;DESCONOCIDA;;
2021S000083;03/01/2021;0:30;CALL. MERCEDES ARTEAGA;32;CARABANCHEL;Alcance;Despejado;Turismo;Conductor;DE 45 A 49 AÑOS;Hombre;
2021S000083;03/01/2021;0:30;CALL. MERCEDES ARTEAGA;32;CARABANCHEL;Alcance;Despejado;Turismo;Conductor;DESCONOCIDA;;
2021S000074;03/01/2021;0:20;CALL. ISLA DE OZA;59;MONCLOA-ARAVACA;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DE 55 A 59 AÑOS;Hombre;
2021S000074;03/01/2021;0:20;CALL. ISLA DE OZA;59;MONCLOA-ARAVACA;Choque contra obstáculo fijo;Despejado;Turismo;Pasajero;DE 50 A 54 AÑOS;Mujer;
2021S000074;03/01/2021;0:20;CALL. ISLA DE OZA;59;MONCLOA-ARAVACA;Choque contra obstáculo fijo;Despejado;Turismo;Pasajero;DE 10 A 14 AÑOS;Mujer;
2021S000088;03/01/2021;0:13;AVDA. ARCENTALES / CALL. ALBADALEJO;-;SAN BLAS-CANILLEJAS;Caída;Despejado;Motocicleta hasta 125cc;Conductor;DE 40 A 44 AÑOS;Hombre;06
2021S000082;03/01/2021;0:10;AVDA. ARCENTALES / CALL. ALBADALEJO;-;SAN BLAS-CANILLEJAS;Caída;Despejado;Motocicleta hasta 125cc;Conductor;DE 40 A 44 AÑOS;Hombre;06
2021S000082;03/01/2021;0:10;AVDA. ARCENTALES / CALL. ALBADALEJO;-;SAN BLAS-CANILLEJAS;Caída;Despejado;Motocicleta hasta 125cc;Pasajero;DE 45 A 49 AÑOS;Mujer;06
2021S000090;03/01/2021;0:05;AVDA. ARCENTALES;80;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 25 A 29 AÑOS;Hombre;07
2021S000090;03/01/2021;0:05;AVDA. ARCENTALES;80;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 55 A 59 AÑOS;Hombre;07
2021S000090;03/01/2021;0:05;AVDA. ARCENTALES;80;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;Despejado;Turismo;Pasajero;DE 50 A 54 AÑOS;Mujer;07
2021S000090;03/01/2021;0:05;AVDA. ARCENTALES;80;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;Despejado;Turismo;Pasajero;DE 6 A 9 AÑOS;Mujer;14
2021S000313;04/01/2021;23:48;CMNO. CRUCES / CALL. RUFINO REJON;-;CARABANCHEL;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 35 A 39 AÑOS;Hombre;
2021S000313;04/01/2021;23:48;CMNO. CRUCES / CALL. RUFINO REJON;-;CARABANCHEL;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 21 A 24 AÑOS;Mujer;
2021S000202;04/01/2021;23:05;CTRA. BARRIO DE LA FORTUNA;16;LATINA;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 18 A 20 AÑOS;Hombre;07
2021S000202;04/01/2021;23:05;CTRA. BARRIO DE LA FORTUNA;16;LATINA;Colisión fronto-lateral;Despejado;Turismo;Pasajero;DE 15 A 17 AÑOS;Mujer;07
2021S000202;04/01/2021;23:05;CTRA. BARRIO DE LA FORTUNA;16;LATINA;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 45 A 49 AÑOS;Hombre;07
2021S000174;04/01/2021;22:55;CALL. GENOVA;29;CHAMBERÍ;Colisión lateral;Despejado;Turismo;Conductor;DE 45 A 49 AÑOS;Hombre;14
2021S000174;04/01/2021;22:55;CALL. GENOVA;29;CHAMBERÍ;Colisión lateral;Despejado;Motocicleta hasta 125cc;Conductor;DE 21 A 24 AÑOS;Hombre;14
2021S000185;04/01/2021;22:40;AUTOV. M-11, INCORPORACIÓN A M-30 CALZADA 1.;-;CIUDAD LINEAL;Choque contra obstáculo fijo;;Furgoneta;Conductor;DESCONOCIDA;;
2021S000185;04/01/2021;22:40;AUTOV. M-11, INCORPORACIÓN A M-30 CALZADA 1.;-;CIUDAD LINEAL;Choque contra obstáculo fijo;;Furgoneta;Pasajero;DE 25 A 29 AÑOS;Hombre;
2021S000173;04/01/2021;22:30;AVDA. ANDALUCIA / AVDA. GRAN VIA DE VILLAVERDE;-;VILLAVERDE;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 40 A 44 AÑOS;Hombre;02
2021S000173;04/01/2021;22:30;AVDA. ANDALUCIA / AVDA. GRAN VIA DE VILLAVERDE;-;VILLAVERDE;Colisión fronto-lateral;Despejado;Turismo;Pasajero;DE 25 A 29 AÑOS;Hombre;02
2021S000173;04/01/2021;22:30;AVDA. ANDALUCIA / AVDA. GRAN VIA DE VILLAVERDE;-;VILLAVERDE;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 45 A 49 AÑOS;Hombre;01
2021S000172;04/01/2021;21:10;CALL. VELAZQUEZ;6;SALAMANCA;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 65 A 69 AÑOS;Hombre;
2021S000172;04/01/2021;21:10;CALL. VELAZQUEZ;6;SALAMANCA;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 45 A 49 AÑOS;Hombre;
2021S000167;04/01/2021;20:20;CALL. CANTUESO / CALL. JARAMAGOS;-;TETUÁN;Choque contra obstáculo fijo;;Turismo;Conductor;DE 60 A 64 AÑOS;Hombre;
2021S000167;04/01/2021;20:20;CALL. CANTUESO / CALL. JARAMAGOS;-;TETUÁN;Choque contra obstáculo fijo;;Turismo;Conductor;DESCONOCIDA;;
2021S000198;04/01/2021;20:10;AUTOV. M-30, CALZADA EXTERIOR LATERAL P.K 2500;-;CIUDAD LINEAL;Colisión múltiple;;Todo terreno;Conductor;DE 40 A 44 AÑOS;Hombre;
2021S000198;04/01/2021;20:10;AUTOV. M-30, CALZADA EXTERIOR LATERAL P.K 2500;-;CIUDAD LINEAL;Colisión múltiple;;Turismo;Conductor;DE 21 A 24 AÑOS;Hombre;
2021S000198;04/01/2021;20:10;AUTOV. M-30, CALZADA EXTERIOR LATERAL P.K 2500;-;CIUDAD LINEAL;Colisión múltiple;;Turismo;Conductor;DE 45 A 49 AÑOS;Hombre;
2021S000166;04/01/2021;20:00;CALL. ALBERTO AGUILERA;23;CENTRO;Choque contra obstáculo fijo;;Turismo;Conductor;DE 45 A 49 AÑOS;Hombre;
2021S000162;04/01/2021;19:35;CALL. BRAVO MURILLO / CALL. LA CORUÑA;-;TETUÁN;Colisión fronto-lateral;Despejado;Autobús;Conductor;DE 45 A 49 AÑOS;Hombre;
2021S000162;04/01/2021;19:35;CALL. BRAVO MURILLO / CALL. LA CORUÑA;-;TETUÁN;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 45 A 49 AÑOS;Hombre;
2021S000160;04/01/2021;18:30;CALL. FARO; 8B;CARABANCHEL;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 35 A 39 AÑOS;Mujer;
2021S000160;04/01/2021;18:30;CALL. FARO; 8B;CARABANCHEL;Colisión fronto-lateral;Despejado;Turismo;Pasajero;DE 40 A 44 AÑOS;Hombre;
2021S000160;04/01/2021;18:30;CALL. FARO; 8B;CARABANCHEL;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 18 A 20 AÑOS;Hombre;
2021S000161;04/01/2021;18:25;CALL. ARTURO SORIA / CALL. PRENSA;-;CIUDAD LINEAL;Caída;Despejado;Motocicleta hasta 125cc;Conductor;DE 35 A 39 AÑOS;Mujer;07
2021S000161;04/01/2021;18:25;CALL. ARTURO SORIA / CALL. PRENSA;-;CIUDAD LINEAL;Caída;Despejado;Todo terreno;Conductor;DE 60 A 64 AÑOS;Hombre;14
2021S000156;04/01/2021;17:20;AVDA. LA GAVIA / AVDA. MAYORAZGO;-;VILLA DE VALLECAS;Atropello a persona;Despejado;Turismo;Conductor;DE 55 A 59 AÑOS;Mujer;14
2021S000156;04/01/2021;17:20;AVDA. LA GAVIA / AVDA. MAYORAZGO;-;VILLA DE VALLECAS;Atropello a persona;Despejado;Turismo;Peatón;DE 30 A 34 AÑOS;Hombre;07
2021S000165;04/01/2021;16:35;AVDA. CIUDAD DE BARCELONA;206;RETIRO;Colisión lateral;Despejado;Ciclomotor;Conductor;DE 40 A 44 AÑOS;Hombre;06
2021S000165;04/01/2021;16:35;AVDA. CIUDAD DE BARCELONA;206;RETIRO;Colisión lateral;Despejado;Turismo;Conductor;DE 18 A 20 AÑOS;Hombre;14
2021S000207;04/01/2021;16:00;CALL. RAMON GOMEZ DE LA SERNA / CALL. SANDALIA NAVAS;-;FUENCARRAL-EL PARDO;Alcance;;Turismo;Conductor;DE 40 A 44 AÑOS;Hombre;
2021S000207;04/01/2021;16:00;CALL. RAMON GOMEZ DE LA SERNA / CALL. SANDALIA NAVAS;-;FUENCARRAL-EL PARDO;Alcance;;Turismo;Conductor;DESCONOCIDA;;
2021S000155;04/01/2021;15:30;CALL. NANCLARES DE OCA;32;SAN BLAS-CANILLEJAS;Choque contra obstáculo fijo;Despejado;Tractocamión;Conductor;DE 40 A 44 AÑOS;Hombre;02
2021S000155;04/01/2021;15:30;CALL. NANCLARES DE OCA;32;SAN BLAS-CANILLEJAS;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DESCONOCIDA;;
2021S000155;04/01/2021;15:30;CALL. NANCLARES DE OCA;32;SAN BLAS-CANILLEJAS;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DESCONOCIDA;;
2021S000155;04/01/2021;15:30;CALL. NANCLARES DE OCA;32;SAN BLAS-CANILLEJAS;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DESCONOCIDA;;
2021S000158;04/01/2021;15:20;AVDA. ANDALUCIA / CALL. LA CORTE DE FARAON;-;VILLAVERDE;Alcance;Despejado;Turismo;Conductor;DE 40 A 44 AÑOS;Hombre;07
2021S000158;04/01/2021;15:20;AVDA. ANDALUCIA / CALL. LA CORTE DE FARAON;-;VILLAVERDE;Alcance;Despejado;Turismo;Pasajero;DE 6 A 9 AÑOS;Hombre;14
2021S000158;04/01/2021;15:20;AVDA. ANDALUCIA / CALL. LA CORTE DE FARAON;-;VILLAVERDE;Alcance;Despejado;Turismo;Conductor;DE 45 A 49 AÑOS;Mujer;07
2021S000158;04/01/2021;15:20;AVDA. ANDALUCIA / CALL. LA CORTE DE FARAON;-;VILLAVERDE;Alcance;Despejado;Turismo;Pasajero;DE 10 A 14 AÑOS;Mujer;06
2021S000154;04/01/2021;15:10;PASEO. RECOLETOS;3;CENTRO;Alcance;Despejado;Motocicleta hasta 125cc;Conductor;DE 25 A 29 AÑOS;Hombre;07
2021S000154;04/01/2021;15:10;PASEO. RECOLETOS;3;CENTRO;Alcance;Despejado;Motocicleta hasta 125cc;Pasajero;DE 21 A 24 AÑOS;Mujer;07
2021S000154;04/01/2021;15:10;PASEO. RECOLETOS;3;CENTRO;Alcance;Despejado;Furgoneta;Conductor;DE 40 A 44 AÑOS;Hombre;14
2021S000150;04/01/2021;14:45;CALL. ARROYO FONTARRON / AUTOV. A-3;-;MORATALAZ;Alcance;Despejado;Turismo;Conductor;DE 55 A 59 AÑOS;Mujer;14
2021S000150;04/01/2021;14:45;CALL. ARROYO FONTARRON / AUTOV. A-3;-;MORATALAZ;Alcance;Despejado;Motocicleta > 125cc;Conductor;DE 55 A 59 AÑOS;Hombre;03
2021S000152;04/01/2021;14:43;AUTOV. M-30, TÚNEL 04FL10;-;ARGANZUELA;Alcance;Despejado;Motocicleta hasta 125cc;Conductor;DE 40 A 44 AÑOS;Hombre;07
2021S000152;04/01/2021;14:43;AUTOV. M-30, TÚNEL 04FL10;-;ARGANZUELA;Alcance;Despejado;Furgoneta;Conductor;DESCONOCIDA;;
2021S001212;04/01/2021;14:30;CALL. SILVINA / AVDA. LOS ROSALES;-;USERA;Alcance;Despejado;Turismo;Conductor;DE 55 A 59 AÑOS;Hombre;07
2021S001212;04/01/2021;14:30;CALL. SILVINA / AVDA. LOS ROSALES;-;USERA;Alcance;Despejado;Turismo;Conductor;DE 30 A 34 AÑOS;Hombre;07
2021S000153;04/01/2021;14:15;CTRA. VILLAVERDE A VALLECAS, SALIDA M-40 SENTI. A2;-;VILLA DE VALLECAS;Alcance;Despejado;Motocicleta > 125cc;Conductor;DE 30 A 34 AÑOS;Mujer;07
2021S000153;04/01/2021;14:15;CTRA. VILLAVERDE A VALLECAS, SALIDA M-40 SENTI. A2;-;VILLA DE VALLECAS;Alcance;Despejado;Turismo;Conductor;DE 35 A 39 AÑOS;Hombre;14
2021S000180;04/01/2021;13:45;CALL. SERRANO / CALL. GOYA;-;SALAMANCA;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 45 A 49 AÑOS;Mujer;
2021S000180;04/01/2021;13:45;CALL. SERRANO / CALL. GOYA;-;SALAMANCA;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 50 A 54 AÑOS;Mujer;
2021S000268;04/01/2021;13:20;AVDA. SAN LUIS / CALL. CUEVAS DEL ALMANZORA;-;HORTALEZA;Colisión lateral;Despejado;Autobús;Conductor;DE 45 A 49 AÑOS;Hombre;
2021S000268;04/01/2021;13:20;AVDA. SAN LUIS / CALL. CUEVAS DEL ALMANZORA;-;HORTALEZA;Colisión lateral;Despejado;Turismo;Conductor;DE 40 A 44 AÑOS;Hombre;
2021S000182;04/01/2021;13:15;CALL. BATALLA DEL SALADO / CALL. GENERAL PALANCA;-;ARGANZUELA;Colisión lateral;Despejado;Turismo;Conductor;DE 45 A 49 AÑOS;Mujer;14
2021S000182;04/01/2021;13:15;CALL. BATALLA DEL SALADO / CALL. GENERAL PALANCA;-;ARGANZUELA;Colisión lateral;Despejado;Motocicleta hasta 125cc;Conductor;DE 30 A 34 AÑOS;Hombre;07
2021S000148;04/01/2021;12:55;CALL. GRAN VIA / CALL. SILVA;-;CENTRO;Colisión lateral;Despejado;Camión rígido;Conductor;DE 45 A 49 AÑOS;Hombre;
2021S000148;04/01/2021;12:55;CALL. GRAN VIA / CALL. SILVA;-;CENTRO;Colisión lateral;Despejado;Motocicleta hasta 125cc;Conductor;DE 25 A 29 AÑOS;Mujer;
2021S000149;04/01/2021;12:55;CALL. SEIS DE DICIEMBRE;24;MONCLOA-ARAVACA;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DE 45 A 49 AÑOS;Mujer;
2021S000147;04/01/2021;12:50;CALL. SINESIO DELGADO / CALL. RIBADAVIA;-;FUENCARRAL-EL PARDO;Alcance;Despejado;Motocicleta hasta 125cc;Conductor;DE 45 A 49 AÑOS;Mujer;06
2021S000147;04/01/2021;12:50;CALL. SINESIO DELGADO / CALL. RIBADAVIA;-;FUENCARRAL-EL PARDO;Alcance;Despejado;Turismo;Conductor;DE 35 A 39 AÑOS;Mujer;14
2021S000142;04/01/2021;11:30;WANDA METROPOLITANO PARQUE FAROLA 20;-;SAN BLAS-CANILLEJAS;Caída;Despejado;Bicicleta;Conductor;DE 21 A 24 AÑOS;Hombre;14
2021S000142;04/01/2021;11:30;WANDA METROPOLITANO PARQUE FAROLA 20;-;SAN BLAS-CANILLEJAS;Caída;Despejado;Bicicleta;Conductor;DE 15 A 17 AÑOS;Hombre;14
2021S000142;04/01/2021;11:30;WANDA METROPOLITANO PARQUE FAROLA 20;-;SAN BLAS-CANILLEJAS;Caída;Despejado;Bicicleta;Conductor;DE 18 A 20 AÑOS;Hombre;14
2021S000142;04/01/2021;11:30;WANDA METROPOLITANO PARQUE FAROLA 20;-;SAN BLAS-CANILLEJAS;Caída;Despejado;Bicicleta;Conductor;DE 50 A 54 AÑOS;Hombre;06
